,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Judges Scientific PLC - Rating: 1% - Upside: 139%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,4/5/2016,1.755,00,,,3/21/2016,,3/21/2016,,,,,1.48%,1.755,00,25.90,3.298,58,1.362,50,2.403,28,20%,88%,0.79%,1.90%,4.90%,161.54%,169.03%,131.4,1.08%,-0.85%,,,,,,87%,,64,1.97%,9,2631,0.33%
,,,,,,,,,,,,,,,,,,2016,4/6/2016,1.775,00,,,3/29/2016,,3/28/2016,,,,,1.46%,1.775,00,25.90,3.298,58,1.362,50,2.403,28,21%,86%,0.79%,1.90%,4.85%,158.59%,165.99%,131.4,1.08%,0.00%,,,,,,88%,,65,1.99%,9,2640,0.33%
,,,,,,,,,,,,,,,,,,2016,4/7/2016,1.740,00,,,4/4/2016,,4/4/2016,,,,,1.49%,1.740,00,25.90,3.298,58,1.362,50,2.403,28,19%,90%,0.79%,1.90%,4.94%,163.79%,171.34%,131.4,1.08%,-1.97%,,,,,,89%,,66,2.01%,16,2656,0.59%
,,,,,,,,,,,,,,,,,,2016,4/8/2016,1.715,00,,,4/11/2016,,4/11/2016,,,,,1.51%,1.715,00,25.90,3.298,58,1.362,50,2.403,28,18%,92%,0.79%,1.90%,5.01%,167.64%,175.30%,131.4,1.08%,-3.38%,,,,,,90%,,67,2.03%,9,2665,0.33%
,,,,,,,,,,,,,,,,,,2016,4/11/2016,1.770,00,,,4/18/2016,,4/18/2016,,,,,1.46%,1.770,00,25.90,3.298,58,1.362,50,2.403,28,21%,86%,0.79%,1.90%,4.86%,159.32%,166.75%,131.4,1.08%,-0.28%,,,,,,91%,,68,2.05%,4,2669,0.15%
,,,,,,,,,,,,,,,,,,2016,4/12/2016,1.780,00,,,4/25/2016,,4/25/2016,,,,,1.46%,1.780,00,25.90,3.298,58,1.362,50,2.403,28,22%,85%,0.79%,1.90%,4.83%,157.87%,165.25%,131.4,1.08%,0.00%,,,,,,92%,,69,2.07%,0,2669,0.00%
,,,,,,,,,,,,,,,,,,2016,4/13/2016,1.782,50,,,5/3/2016,,5/2/2016,,,,,1.45%,1.782,50,25.90,3.298,58,1.362,50,2.403,28,22%,85%,0.79%,1.90%,4.82%,157.50%,164.88%,131.4,1.08%,0.00%,,,,,,93%,,70,,,,
,,,,,,,,,,,,,,,,,,2016,4/14/2016,1.800,00,,,5/9/2016,,5/9/2016,,,,,1.44%,1.800,00,25.90,3.298,58,1.362,50,2.403,28,23%,83%,0.79%,1.90%,4.78%,155.00%,162.30%,131.4,1.08%,0.00%,,,,,,94%,,71,,,,
,,,,,,,,,,,,,,,,,,2016,4/15/2016,1.810,00,,,5/16/2016,,5/16/2016,,,,,1.43%,1.810,00,25.90,3.298,58,1.362,50,2.403,28,23%,82%,0.79%,1.90%,4.75%,153.59%,160.85%,131.4,1.08%,0.00%,,,,,,95%,,72,,,,
,,,,,,,,,,,,,,,,,,2016,4/18/2016,1.837,50,,,5/23/2016,,5/23/2016,,,,,1.41%,1.837,50,25.90,3.298,58,1.362,50,2.403,28,25%,80%,0.79%,1.90%,4.68%,149.80%,156.95%,131.4,1.08%,0.00%,,,,,,96%,,73,,,,
,,,,,,,,,,,,,,,,,,2016,4/19/2016,1.860,00,,,5/31/2016,,5/31/2016,,,,,1.39%,1.860,00,25.90,3.298,58,1.362,50,2.403,28,26%,77%,0.79%,1.90%,4.62%,146.77%,153.84%,131.4,1.08%,0.00%,,,,,,97%,,74,,,,
,,,,,,,,,,,,,,,,,,2016,4/20/2016,1.895,00,,,6/6/2016,,6/6/2016,,,,,1.37%,1.895,00,25.90,3.298,58,1.362,50,2.403,28,28%,74%,0.79%,1.90%,4.54%,142.22%,149.15%,131.4,1.08%,0.00%,,,,,,98%,,75,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,1.865,00,,,6/13/2016,,6/13/2016,,,,,1.39%,1.865,00,25.90,3.298,58,1.362,50,2.403,28,26%,77%,0.79%,1.90%,4.61%,146.11%,153.16%,131.4,1.08%,-1.58%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,1.860,00,,,6/20/2016,,6/20/2016,,,,,1.39%,1.860,00,25.90,3.298,58,1.362,50,2.403,28,26%,77%,0.79%,1.90%,4.62%,146.77%,153.84%,131.4,1.08%,-1.85%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,1.860,00,,,6/27/2016,,6/27/2016,,,,,1.39%,1.860,00,25.90,3.298,58,1.362,50,2.403,28,26%,77%,0.79%,1.90%,4.62%,146.77%,153.84%,131.4,1.08%,-1.85%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,1.875,00,,,7/4/2016,,7/5/2016,,,,,1.38%,1.875,00,25.90,3.298,58,1.362,50,2.403,28,26%,76%,0.79%,1.90%,4.59%,144.80%,151.81%,131.4,1.08%,-1.06%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,1.857,50,,,7/11/2016,,7/11/2016,,,,,1.39%,1.857,50,25.90,3.298,58,1.362,50,2.403,28,26%,78%,0.79%,1.90%,4.63%,147.11%,154.18%,131.4,1.08%,-1.98%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,1.855,00,,,7/18/2016,,7/18/2016,,,,,1.40%,1.855,00,25.90,3.298,58,1.362,50,2.403,28,25%,78%,0.79%,1.90%,4.64%,147.44%,154.52%,131.4,1.08%,-2.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,1.857,50,,,7/25/2016,,7/25/2016,,,,,1.39%,1.857,50,25.90,3.298,58,1.362,50,2.403,28,26%,78%,0.79%,1.90%,4.63%,147.11%,154.18%,131.4,1.08%,-1.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,1.865,00,,,8/1/2016,,8/1/2016,,,,,1.39%,1.865,00,25.90,3.298,58,1.362,50,2.403,28,26%,77%,0.79%,1.90%,4.61%,146.11%,153.16%,131.4,1.08%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,1.862,50,,,8/8/2016,,8/8/2016,,,,,1.39%,1.862,50,25.90,3.298,58,1.362,50,2.403,28,26%,77%,0.79%,1.90%,4.62%,146.44%,153.50%,131.4,1.08%,-1.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,1.810,00,,,8/15/2016,,8/15/2016,,,,,1.43%,1.810,00,25.90,3.298,58,1.362,50,2.403,28,23%,82%,0.79%,1.90%,4.75%,153.59%,160.85%,131.4,1.08%,-4.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,1.810,00,,,8/22/2016,,8/22/2016,,,,,1.43%,1.810,00,25.90,3.298,58,1.362,50,2.403,28,23%,82%,0.79%,1.90%,4.75%,153.59%,160.85%,131.4,1.08%,-4.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,1.815,00,,,8/30/2016,,8/29/2016,,,,,1.43%,1.815,00,25.90,3.298,58,1.362,50,2.403,28,23%,82%,0.79%,1.90%,4.74%,152.89%,160.13%,131.4,1.08%,-4.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,1.822,50,,,9/5/2016,,9/6/2016,,,,,1.42%,1.822,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.72%,151.85%,159.06%,131.4,1.08%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,1.822,50,,,9/12/2016,,9/12/2016,,,,,1.42%,1.822,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.72%,151.85%,159.06%,131.4,1.08%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,1.827,50,,,9/19/2016,,9/19/2016,,,,,1.42%,1.827,50,25.90,3.298,58,1.362,50,2.403,28,24%,80%,0.79%,1.90%,4.71%,151.16%,158.35%,131.4,1.08%,-3.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,1.822,50,,,9/26/2016,,9/26/2016,,,,,1.42%,1.822,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.72%,151.85%,159.06%,131.4,1.08%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/16/2016,1.822,50,,,10/3/2016,,10/3/2016,,,,,1.42%,1.822,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.72%,151.85%,159.06%,131.4,1.08%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,1.822,50,,,10/10/2016,,10/10/2016,,,,,1.42%,1.822,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.72%,151.85%,159.06%,131.4,1.08%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,1.822,50,,,10/17/2016,,10/17/2016,,,,,1.42%,1.822,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.72%,151.85%,159.06%,131.4,1.08%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,1.822,50,,,10/24/2016,,10/24/2016,,,,,1.42%,1.822,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.72%,151.85%,159.06%,131.4,1.08%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,1.810,00,,,10/31/2016,,10/31/2016,,,,,1.43%,1.810,00,25.90,3.298,58,1.362,50,2.403,28,23%,82%,0.79%,1.90%,4.75%,153.59%,160.85%,131.4,1.08%,-4.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,1.817,50,,,11/7/2016,,11/7/2016,,,,,1.43%,1.817,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.73%,152.54%,159.77%,131.4,1.08%,-4.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,1.817,50,,,11/14/2016,,11/14/2016,,,,,1.43%,1.817,50,25.90,3.298,58,1.362,50,2.403,28,24%,81%,0.79%,1.90%,4.73%,152.54%,159.77%,131.4,1.08%,-4.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,1.525,00,,,11/21/2016,,11/21/2016,,,,,1.70%,1.525,00,25.90,3.298,58,1.362,50,2.403,28,8%,116%,0.79%,1.90%,5.64%,200.98%,209.60%,131.4,1.08%,-19.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,1.450,00,,,11/28/2016,,11/28/2016,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,1.450,00,,,12/5/2016,,12/5/2016,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,1.450,00,,,12/12/2016,,12/12/2016,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,1.445,00,,,12/19/2016,,12/19/2016,,,,,1.79%,1.445,00,25.90,3.298,58,1.362,50,2.403,28,4%,128%,0.79%,1.90%,5.95%,217.65%,226.74%,131.4,1.08%,-23.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,1.445,00,,,12/28/2016,,12/27/2016,,,,,1.79%,1.445,00,25.90,3.298,58,1.362,50,2.403,28,4%,128%,0.79%,1.90%,5.95%,217.65%,226.74%,131.4,1.08%,-23.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,1.427,50,,,1/3/2017,,1/3/2017,,,,,1.81%,1.427,50,25.90,3.298,58,1.362,50,2.403,28,3%,131%,0.79%,1.90%,6.02%,221.54%,230.75%,131.4,1.08%,-24.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,1.422,50,,,1/9/2017,,1/9/2017,,,,,1.82%,1.422,50,25.90,3.298,58,1.362,50,2.403,28,3%,132%,0.79%,1.90%,6.05%,222.67%,231.91%,131.4,1.08%,-24.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,1.450,00,,,1/16/2017,,1/17/2017,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,1.450,00,,,1/23/2017,,1/23/2017,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,1.450,00,,,1/30/2017,,1/30/2017,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/10/2016,1.450,00,,,2/6/2017,,2/6/2017,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/13/2016,1.450,00,,,2/13/2017,,2/13/2017,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/14/2016,1.450,00,,,2/20/2017,,2/21/2017,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/15/2016,1.450,00,,,2/27/2017,,2/27/2017,,,,,1.79%,1.450,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.93%,216.55%,225.61%,131.4,1.08%,-23.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/16/2016,1.442,50,,,3/6/2017,,3/6/2017,,,,,1.80%,1.442,50,25.90,3.298,58,1.362,50,2.403,28,4%,129%,0.79%,1.90%,5.96%,218.20%,227.31%,131.4,1.08%,-23.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/17/2016,1.442,50,,,3/13/2017,,3/13/2017,,,,,1.80%,1.442,50,25.90,3.298,58,1.362,50,2.403,28,4%,129%,0.79%,1.90%,5.96%,218.20%,227.31%,131.4,1.08%,-23.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/20/2016,1.442,50,,,3/20/2017,,3/20/2017,,,,,1.80%,1.442,50,25.90,3.298,58,1.362,50,2.403,28,4%,129%,0.79%,1.90%,5.96%,218.20%,227.31%,131.4,1.08%,-23.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/21/2016,1.442,50,,,3/27/2017,,3/27/2017,,,,,1.80%,1.442,50,25.90,3.298,58,1.362,50,2.403,28,4%,129%,0.79%,1.90%,5.96%,218.20%,227.31%,131.4,1.08%,-23.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/22/2016,1.440,00,,,4/3/2017,,4/3/2017,,,,,1.80%,1.440,00,25.90,3.298,58,1.362,50,2.403,28,4%,129%,0.79%,1.90%,5.97%,218.75%,227.88%,131.4,1.08%,-24.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/23/2016,1.440,00,,,4/10/2017,,4/10/2017,,,,,1.80%,1.440,00,25.90,3.298,58,1.362,50,2.403,28,4%,129%,0.79%,1.90%,5.97%,218.75%,227.88%,131.4,1.08%,-24.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/24/2016,1.405,00,,,4/18/2017,,4/17/2017,,,,,1.84%,1.405,00,25.90,3.298,58,1.362,50,2.403,28,2%,135%,0.79%,1.90%,6.12%,226.69%,236.04%,131.4,1.08%,-25.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/27/2016,1.355,00,,,4/24/2017,,4/24/2017,,,,,1.91%,1.355,00,25.90,3.298,58,1.362,50,2.403,28,0%,143%,0.79%,1.90%,6.35%,238.75%,248.44%,131.4,1.08%,-28.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/28/2016,1.375,00,,,5/2/2017,,5/1/2017,,,,,1.88%,1.375,00,25.90,3.298,58,1.362,50,2.403,28,1%,140%,0.79%,1.90%,6.25%,233.82%,243.37%,131.4,1.08%,-27.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/29/2016,1.375,00,,,5/8/2017,,5/8/2017,,,,,1.88%,1.375,00,25.90,3.298,58,1.362,50,2.403,28,1%,140%,0.79%,1.90%,6.25%,233.82%,243.37%,131.4,1.08%,-27.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/30/2016,1.425,00,,,5/15/2017,,5/15/2017,,,,,1.82%,1.425,00,25.90,3.298,58,1.362,50,2.403,28,3%,131%,0.79%,1.90%,6.04%,222.11%,231.33%,131.4,1.08%,-24.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/1/2016,1.465,00,,,5/22/2017,,5/22/2017,,,,,1.77%,1.465,00,25.90,3.298,58,1.362,50,2.403,28,5%,125%,0.79%,1.90%,5.87%,213.31%,222.28%,131.4,1.08%,-22.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/4/2016,1.460,00,,,5/30/2017,,5/30/2017,,,,,1.77%,1.460,00,25.90,3.298,58,1.362,50,2.403,28,5%,126%,0.79%,1.90%,5.89%,214.38%,223.38%,131.4,1.08%,-22.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/5/2016,1.455,00,,,6/5/2017,,6/5/2017,,,,,1.78%,1.455,00,25.90,3.298,58,1.362,50,2.403,28,5%,127%,0.79%,1.90%,5.91%,215.46%,224.49%,131.4,1.08%,-23.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/6/2016,1.415,00,,,6/12/2017,,6/12/2017,,,,,1.83%,1.415,00,25.90,3.298,58,1.362,50,2.403,28,3%,133%,0.79%,1.90%,6.08%,224.38%,233.67%,131.4,1.08%,-25.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/7/2016,1.412,50,,,6/19/2017,,6/19/2017,,,,,1.83%,1.412,50,25.90,3.298,58,1.362,50,2.403,28,3%,134%,0.79%,1.90%,6.09%,224.96%,234.26%,131.4,1.08%,-25.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/8/2016,1.412,50,,,6/26/2017,,6/26/2017,,,,,1.83%,1.412,50,25.90,3.298,58,1.362,50,2.403,28,3%,134%,0.79%,1.90%,6.09%,224.96%,234.26%,131.4,1.08%,-25.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/11/2016,1.442,50,,,7/3/2017,,7/3/2017,,,,,1.80%,1.442,50,25.90,3.298,58,1.362,50,2.403,28,4%,129%,0.79%,1.90%,5.96%,218.20%,227.31%,131.4,1.08%,-23.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/12/2016,1.487,50,,,7/10/2017,,7/10/2017,,,,,1.74%,1.487,50,25.90,3.298,58,1.362,50,2.403,28,6%,122%,0.79%,1.90%,5.78%,208.57%,217.41%,131.4,1.08%,-21.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/13/2016,1.487,50,,,7/17/2017,,7/17/2017,,,,,1.74%,1.487,50,25.90,3.298,58,1.362,50,2.403,28,6%,122%,0.79%,1.90%,5.78%,208.57%,217.41%,131.4,1.08%,-21.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/14/2016,1.507,50,,,7/24/2017,,7/24/2017,,,,,1.72%,1.507,50,25.90,3.298,58,1.362,50,2.403,28,7%,119%,0.79%,1.90%,5.70%,204.48%,213.19%,131.4,1.08%,-20.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/15/2016,1.507,50,,,7/31/2017,,7/31/2017,,,,,1.72%,1.507,50,25.90,3.298,58,1.362,50,2.403,28,7%,119%,0.79%,1.90%,5.70%,204.48%,213.19%,131.4,1.08%,-20.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/18/2016,1.507,50,,,8/7/2017,,8/7/2017,,,,,1.72%,1.507,50,25.90,3.298,58,1.362,50,2.403,28,7%,119%,0.79%,1.90%,5.70%,204.48%,213.19%,131.4,1.08%,-20.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/19/2016,1.487,50,,,8/14/2017,,8/14/2017,,,,,1.74%,1.487,50,25.90,3.298,58,1.362,50,2.403,28,6%,122%,0.79%,1.90%,5.78%,208.57%,217.41%,131.4,1.08%,-21.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/20/2016,1.362,50,,,8/21/2017,,8/21/2017,,,,,1.90%,1.362,50,25.90,3.298,58,1.362,50,2.403,28,0%,142%,0.79%,1.90%,6.31%,236.88%,246.52%,131.4,1.08%,-28.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/21/2016,1.345,00,,,8/29/2017,,8/28/2017,,,,,1.93%,1.345,00,25.90,3.298,58,1.362,50,2.403,28,-1%,145%,0.79%,1.90%,6.39%,241.26%,251.03%,131.4,1.08%,-29.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/22/2016,1.387,50,,,9/4/2017,,9/5/2017,,,,,1.87%,1.387,50,25.90,3.298,58,1.362,50,2.403,28,1%,138%,0.79%,1.90%,6.20%,230.81%,240.28%,131.4,1.08%,-26.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/25/2016,1.390,00,,,9/11/2017,,9/11/2017,,,,,1.86%,1.390,00,25.90,3.298,58,1.362,50,2.403,28,1%,137%,0.79%,1.90%,6.19%,230.22%,239.67%,131.4,1.08%,-26.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/26/2016,1.390,00,,,9/18/2017,,9/18/2017,,,,,1.86%,1.390,00,25.90,3.298,58,1.362,50,2.403,28,1%,137%,0.79%,1.90%,6.19%,230.22%,239.67%,131.4,1.08%,-26.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/27/2016,1.375,00,,,9/25/2017,,9/25/2017,,,,,1.88%,1.375,00,25.90,3.298,58,1.362,50,2.403,28,1%,140%,0.79%,1.90%,6.25%,233.82%,243.37%,131.4,1.08%,-27.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/28/2016,1.350,00,,,10/2/2017,,10/2/2017,,,,,1.92%,1.350,00,25.90,3.298,58,1.362,50,2.403,28,-1%,144%,0.79%,1.90%,6.37%,240.00%,249.73%,131.4,1.08%,-28.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/29/2016,1.325,00,,,10/9/2017,,10/9/2017,,,,,1.95%,1.325,00,25.90,3.298,58,1.362,50,2.403,28,-2%,149%,0.79%,1.90%,6.49%,246.42%,256.33%,131.4,1.08%,-30.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/1/2016,1.300,00,,,10/16/2017,,10/16/2017,,,,,1.99%,1.300,00,25.90,3.298,58,1.362,50,2.403,28,-3%,154%,0.79%,1.90%,6.62%,253.08%,263.18%,131.4,1.08%,-31.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/2/2016,1.325,00,,,10/23/2017,,10/23/2017,,,,,1.95%,1.325,00,25.90,3.298,58,1.362,50,2.403,28,-2%,149%,0.79%,1.90%,6.49%,246.42%,256.33%,131.4,1.08%,-30.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/3/2016,1.307,50,,,10/30/2017,,10/30/2017,,,,,1.98%,1.307,50,25.90,3.298,58,1.362,50,2.403,28,-3%,152%,0.79%,1.90%,6.58%,251.05%,261.10%,131.4,1.08%,-31.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/4/2016,1.320,00,,,11/6/2017,,11/6/2017,,,,,1.96%,1.320,00,25.90,3.298,58,1.362,50,2.403,28,-2%,150%,0.79%,1.90%,6.52%,247.73%,257.68%,131.4,1.08%,-30.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/5/2016,1.320,00,,,11/13/2017,,11/13/2017,,,,,1.96%,1.320,00,25.90,3.298,58,1.362,50,2.403,28,-2%,150%,0.79%,1.90%,6.52%,247.73%,257.68%,131.4,1.08%,-30.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/8/2016,1.370,00,,,11/20/2017,,11/20/2017,,,,,1.89%,1.370,00,25.90,3.298,58,1.362,50,2.403,28,0%,141%,0.79%,1.90%,6.28%,235.04%,244.63%,131.4,1.08%,-27.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/9/2016,1.402,50,,,11/27/2017,,11/27/2017,,,,,1.85%,1.402,50,25.90,3.298,58,1.362,50,2.403,28,2%,135%,0.79%,1.90%,6.13%,227.27%,236.64%,131.4,1.08%,-25.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/10/2016,1.375,00,,,12/4/2017,,12/4/2017,,,,,1.88%,1.375,00,25.90,3.298,58,1.362,50,2.403,28,1%,140%,0.79%,1.90%,6.25%,233.82%,243.37%,131.4,1.08%,-27.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/11/2016,1.387,50,,,12/11/2017,,12/11/2017,,,,,1.87%,1.387,50,25.90,3.298,58,1.362,50,2.403,28,1%,138%,0.79%,1.90%,6.20%,230.81%,240.28%,131.4,1.08%,-26.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/12/2016,1.395,00,,,12/18/2017,,12/18/2017,,,,,1.86%,1.395,00,25.90,3.298,58,1.362,50,2.403,28,2%,136%,0.79%,1.90%,6.16%,229.03%,238.45%,131.4,1.08%,-26.39%,,,,,,,,,,,,
