,,,,,,,,,,,,,,,,,90%,NO,4.49%,11/10/2017,,,,,,,,,,$  3.360,05,65%,3.88%,$  4.703,58,$   1.899,49,$       1.509,00,$       993.77,1.26%,4.49%,2.35%,1.84%,-52.41%,-52.41%,-8%,,,,5Y CAGR,0.92%,,Derwent London PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.87%,,Derwent London PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Derwent London PLC - Rating: 10% - Upside: 131%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2022,6/22/2022,2.768,00,,,,,,,,,,2.80%,2.768,00,77.50,4.614,27,1.724,52,3.296,26,36%,67%,1.68%,4.49%,2.85%,-26.37%,-26.37%,0,2.35%,-35.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/23/2022,2.728,00,,,,,,,,,,2.84%,2.728,00,77.50,4.614,27,1.724,52,3.296,26,35%,69%,1.68%,4.49%,2.90%,-25.29%,-25.29%,0,2.35%,-36.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/24/2022,2.766,00,,,,,,,,,,2.80%,2.766,00,77.50,4.614,27,1.724,52,3.296,26,36%,67%,1.68%,4.49%,2.86%,-26.32%,-26.32%,0,2.35%,-35.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/27/2022,2.784,00,,,,,,,,,,2.78%,2.784,00,77.50,4.614,27,1.724,52,3.296,26,37%,66%,1.68%,4.49%,2.84%,-26.80%,-26.80%,0,2.35%,-34.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/28/2022,2.842,00,,,,,,,,,,2.73%,2.842,00,77.50,4.614,27,1.724,52,3.296,26,39%,62%,1.68%,4.49%,2.78%,-28.29%,-28.29%,0,2.35%,-33.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/29/2022,2.726,00,,,,,,,,,,2.84%,2.726,00,77.50,4.614,27,1.724,52,3.296,26,35%,69%,1.68%,4.49%,2.90%,-25.24%,-25.24%,0,2.35%,-36.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/30/2022,2.612,00,,,,,,,,,,2.97%,2.612,00,77.50,4.614,27,1.724,52,3.296,26,31%,77%,1.68%,4.49%,3.02%,-21.98%,-21.98%,0,2.35%,-39.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/1/2022,2.592,00,,,,,,,,,,2.99%,2.592,00,77.50,4.614,27,1.724,52,3.296,26,30%,78%,1.68%,4.49%,3.05%,-21.37%,-21.37%,0,2.35%,-39.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/4/2022,2.570,00,,,,,,,,,,3.02%,2.570,00,77.50,4.614,27,1.724,52,3.296,26,29%,80%,1.68%,4.49%,3.07%,-20.70%,-20.70%,0,2.35%,-39.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/5/2022,2.598,00,,,,,,,,,,2.98%,2.598,00,77.50,4.614,27,1.724,52,3.296,26,30%,78%,1.68%,4.49%,3.04%,-21.56%,-21.56%,0,2.35%,-39.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/6/2022,2.660,00,,,,,,,,,,2.91%,2.660,00,77.50,4.614,27,1.724,52,3.296,26,32%,73%,1.68%,4.49%,2.97%,-23.38%,-23.38%,0,2.35%,-37.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/7/2022,2.726,00,,,,,,,,,,2.84%,2.726,00,77.50,4.614,27,1.724,52,3.296,26,35%,69%,1.68%,4.49%,2.90%,-25.24%,-25.24%,0,2.35%,-36.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/8/2022,2.722,00,,,,,,,,,,2.85%,2.722,00,77.50,4.614,27,1.724,52,3.296,26,35%,70%,1.68%,4.49%,2.90%,-25.13%,-25.13%,0,2.35%,-36.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/11/2022,2.688,00,,,,,,,,,,2.88%,2.688,00,77.50,4.614,27,1.724,52,3.296,26,33%,72%,1.68%,4.49%,2.94%,-24.18%,-24.18%,0,2.35%,-37.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/12/2022,2.684,00,,,,,,,,,,2.89%,2.684,00,77.50,4.614,27,1.724,52,3.296,26,33%,72%,1.68%,4.49%,2.94%,-24.07%,-24.07%,0,2.35%,-37.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/13/2022,2.704,00,,,,,,,,,,2.87%,2.704,00,77.50,4.614,27,1.724,52,3.296,26,34%,71%,1.68%,4.49%,2.92%,-24.63%,-24.63%,0,2.35%,-36.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/14/2022,2.672,00,,,,,,,,,,2.90%,2.672,00,77.50,4.614,27,1.724,52,3.296,26,33%,73%,1.68%,4.49%,2.96%,-23.73%,-23.73%,0,2.35%,-37.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/15/2022,2.718,00,,,,,,,,,,2.85%,2.718,00,77.50,4.614,27,1.724,52,3.296,26,34%,70%,1.68%,4.49%,2.91%,-25.02%,-25.02%,0,2.35%,-36.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/18/2022,2.742,00,,,,,,,,,,2.83%,2.742,00,77.50,4.614,27,1.724,52,3.296,26,35%,68%,1.68%,4.49%,2.88%,-25.67%,-25.67%,0,2.35%,-35.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/19/2022,2.740,00,,,,,,,,,,2.83%,2.740,00,77.50,4.614,27,1.724,52,3.296,26,35%,68%,1.68%,4.49%,2.88%,-25.62%,-25.62%,0,2.35%,-36.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/20/2022,2.776,00,,,,,,,,,,2.79%,2.776,00,77.50,4.614,27,1.724,52,3.296,26,36%,66%,1.68%,4.49%,2.85%,-26.59%,-26.59%,0,2.35%,-35.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/21/2022,2.816,00,,,,,,,,,,2.75%,2.816,00,77.50,4.614,27,1.724,52,3.296,26,38%,64%,1.68%,4.49%,2.81%,-27.63%,-27.63%,0,2.35%,-34.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/22/2022,2.924,00,,,,,,,,,,2.65%,2.924,00,77.50,4.614,27,1.724,52,3.296,26,42%,58%,1.68%,4.49%,2.70%,-30.30%,-30.30%,0,2.35%,-31.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/25/2022,2.862,00,,,,,,,,,,2.71%,2.862,00,77.50,4.614,27,1.724,52,3.296,26,39%,61%,1.68%,4.49%,2.76%,-28.79%,-28.79%,0,2.35%,-33.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/26/2022,2.836,00,,,,,,,,,,2.73%,2.836,00,77.50,4.614,27,1.724,52,3.296,26,38%,63%,1.68%,4.49%,2.79%,-28.14%,-28.14%,0,2.35%,-33.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/27/2022,2.786,00,,,,,,,,,,2.78%,2.786,00,77.50,4.614,27,1.724,52,3.296,26,37%,66%,1.68%,4.49%,2.84%,-26.85%,-26.85%,0,2.35%,-34.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/28/2022,2.838,00,,,,,,,,,,2.73%,2.838,00,77.50,4.614,27,1.724,52,3.296,26,39%,63%,1.68%,4.49%,2.78%,-28.19%,-28.19%,0,2.35%,-33.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/29/2022,2.868,00,,,,,,,,,,2.70%,2.868,00,77.50,4.614,27,1.724,52,3.296,26,40%,61%,1.68%,4.49%,2.75%,-28.94%,-28.94%,0,2.35%,-33.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/1/2022,2.836,00,,,,,,,,,,2.73%,2.836,00,77.50,4.614,27,1.724,52,3.296,26,38%,63%,1.68%,4.49%,2.79%,-28.14%,-28.14%,0,2.35%,-33.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/2/2022,2.822,00,,,,,,,,,,2.75%,2.822,00,77.50,4.614,27,1.724,52,3.296,26,38%,64%,1.68%,4.49%,2.80%,-27.78%,-27.78%,0,2.35%,-34.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/3/2022,2.832,00,,,,,,,,,,2.74%,2.832,00,77.50,4.614,27,1.724,52,3.296,26,38%,63%,1.68%,4.49%,2.79%,-28.04%,-28.04%,0,2.35%,-33.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/4/2022,2.822,00,,,,,,,,,,2.75%,2.822,00,77.50,4.614,27,1.724,52,3.296,26,38%,64%,1.68%,4.49%,2.80%,-27.78%,-27.78%,0,2.35%,-34.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/5/2022,2.762,00,,,,,,,,,,2.81%,2.762,00,77.50,4.614,27,1.724,52,3.296,26,36%,67%,1.68%,4.49%,2.86%,-26.21%,-26.21%,0,2.35%,-35.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/8/2022,2.770,00,,,,,,,,,,2.80%,2.770,00,77.50,4.614,27,1.724,52,3.296,26,36%,67%,1.68%,4.49%,2.85%,-26.43%,-26.43%,0,2.35%,-35.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/9/2022,2.730,00,,,,,,,,,,2.84%,2.730,00,77.50,4.614,27,1.724,52,3.296,26,35%,69%,1.68%,4.49%,2.89%,-25.35%,-25.35%,0,2.35%,-36.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/10/2022,2.760,00,,,,,,,,,,2.81%,2.760,00,77.50,4.614,27,1.724,52,3.296,26,36%,67%,1.68%,4.49%,2.86%,-26.16%,-26.16%,0,2.35%,-35.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/11/2022,2.698,00,,,,,,,,,,2.87%,2.698,00,77.50,4.614,27,1.724,52,3.296,26,34%,71%,1.68%,4.49%,2.93%,-24.46%,-24.46%,0,2.35%,-36.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/12/2022,2.742,00,,,,,,,,,,2.83%,2.742,00,77.50,4.614,27,1.724,52,3.296,26,35%,68%,1.68%,4.49%,2.88%,-25.67%,-25.67%,0,2.35%,-35.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/15/2022,2.748,00,,,,,,,,,,2.82%,2.748,00,77.50,4.614,27,1.724,52,3.296,26,35%,68%,1.68%,4.49%,2.87%,-25.84%,-25.84%,0,2.35%,-35.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/16/2022,2.714,00,,,,,,,,,,2.86%,2.714,00,77.50,4.614,27,1.724,52,3.296,26,34%,70%,1.68%,4.49%,2.91%,-24.91%,-24.91%,0,2.35%,-36.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/17/2022,2.632,00,,,,,,,,,,2.94%,2.632,00,77.50,4.614,27,1.724,52,3.296,26,31%,75%,1.68%,4.49%,3.00%,-22.57%,-22.57%,0,2.35%,-38.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/18/2022,2.670,00,,,,,,,,,,2.90%,2.670,00,77.50,4.614,27,1.724,52,3.296,26,33%,73%,1.68%,4.49%,2.96%,-23.67%,-23.67%,0,2.35%,-37.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/19/2022,2.602,00,,,,,,,,,,2.98%,2.602,00,77.50,4.614,27,1.724,52,3.296,26,30%,77%,1.68%,4.49%,3.04%,-21.68%,-21.68%,0,2.35%,-39.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/22/2022,2.530,00,,,,,,,,,,3.06%,2.530,00,77.50,4.614,27,1.724,52,3.296,26,28%,82%,1.68%,4.49%,3.12%,-19.45%,-19.45%,0,2.35%,-40.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/23/2022,2.482,00,,,,,,,,,,3.12%,2.482,00,77.50,4.614,27,1.724,52,3.296,26,26%,86%,1.68%,4.49%,3.18%,-17.89%,-17.89%,0,2.35%,-42.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/24/2022,2.466,00,,,,,,,,,,3.14%,2.466,00,77.50,4.614,27,1.724,52,3.296,26,26%,87%,1.68%,4.49%,3.20%,-17.36%,-17.36%,0,2.35%,-42.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/25/2022,2.430,00,,,,,,,,,,3.19%,2.430,00,77.50,4.614,27,1.724,52,3.296,26,24%,90%,1.68%,4.49%,3.25%,-16.13%,-16.13%,0,2.35%,-43.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/26/2022,2.458,00,,,,,,,,,,3.15%,2.458,00,77.50,4.614,27,1.724,52,3.296,26,25%,88%,1.68%,4.49%,3.21%,-17.09%,-17.09%,0,2.35%,-42.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/29/2022,,,,,,,,,,,3.15%,2.458,00,77.50,4.614,27,1.724,52,3.296,26,25%,88%,1.68%,4.49%,3.21%,-17.09%,-17.09%,0,2.35%,-42.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/30/2022,2.452,00,,,,,,,,,,3.16%,2.452,00,77.50,4.614,27,1.724,52,3.296,26,25%,88%,1.68%,4.49%,3.22%,-16.88%,-16.88%,0,2.35%,-42.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/31/2022,2.436,00,,,,,,,,,,3.18%,2.436,00,77.50,4.614,27,1.724,52,3.296,26,25%,89%,1.68%,4.49%,3.24%,-16.34%,-16.34%,0,2.35%,-43.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/1/2022,2.352,00,,,,,,,,,,3.30%,2.352,00,77.50,4.614,27,1.724,52,3.296,26,22%,96%,1.68%,4.49%,3.36%,-13.35%,-13.35%,0,2.35%,-45.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/2/2022,2.414,00,,,,,,,,,,3.21%,2.414,00,77.50,4.614,27,1.724,52,3.296,26,24%,91%,1.68%,4.49%,3.27%,-15.58%,-15.58%,0,2.35%,-43.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/5/2022,2.404,00,,,,,,,,,,3.22%,2.404,00,77.50,4.614,27,1.724,52,3.296,26,24%,92%,1.68%,4.49%,3.29%,-15.22%,-15.22%,0,2.35%,-43.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/6/2022,2.408,00,,,,,,,,,,3.22%,2.408,00,77.50,4.614,27,1.724,52,3.296,26,24%,92%,1.68%,4.49%,3.28%,-15.37%,-15.37%,0,2.35%,-43.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/7/2022,2.416,00,,,,,,,,,,3.21%,2.416,00,77.50,4.614,27,1.724,52,3.296,26,24%,91%,1.68%,4.49%,3.27%,-15.65%,-15.65%,0,2.35%,-43.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/8/2022,2.428,00,,,,,,,,,,3.19%,2.428,00,77.50,4.614,27,1.724,52,3.296,26,24%,90%,1.68%,4.49%,3.25%,-16.06%,-16.06%,0,2.35%,-43.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/9/2022,2.430,00,,,,,,,,,,3.19%,2.430,00,77.50,4.614,27,1.724,52,3.296,26,24%,90%,1.68%,4.49%,3.25%,-16.13%,-16.13%,0,2.35%,-43.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/12/2022,2.482,00,,,,,,,,,,3.12%,2.482,00,77.50,4.614,27,1.724,52,3.296,26,26%,86%,1.68%,4.49%,3.18%,-17.89%,-17.89%,0,2.35%,-42.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/13/2022,2.422,00,,,,,,,,,,3.20%,2.422,00,77.50,4.614,27,1.724,52,3.296,26,24%,91%,1.68%,4.49%,3.26%,-15.85%,-15.85%,0,2.35%,-43.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/14/2022,2.408,00,,,,,,,,,,3.22%,2.408,00,77.50,4.614,27,1.724,52,3.296,26,24%,92%,1.68%,4.49%,3.28%,-15.37%,-15.37%,0,2.35%,-43.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/15/2022,2.422,00,,,,,,,,,,3.20%,2.422,00,77.50,4.614,27,1.724,52,3.296,26,24%,91%,1.68%,4.49%,3.26%,-15.85%,-15.85%,0,2.35%,-43.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/16/2022,2.438,00,,,,,,,,,,3.18%,2.438,00,77.50,4.614,27,1.724,52,3.296,26,25%,89%,1.68%,4.49%,3.24%,-16.41%,-16.41%,0,2.35%,-43.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/19/2022,,,,,,,,,,,3.18%,2.438,00,77.50,4.614,27,1.724,52,3.296,26,25%,89%,1.68%,4.49%,3.24%,-16.41%,-16.41%,0,2.35%,-43.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/20/2022,2.316,00,,,,,,,,,,3.35%,2.316,00,77.50,4.614,27,1.724,52,3.296,26,20%,99%,1.68%,4.49%,3.41%,-12.00%,-12.00%,0,2.35%,-45.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/21/2022,2.326,00,,,,,,,,,,3.33%,2.326,00,77.50,4.614,27,1.724,52,3.296,26,21%,98%,1.68%,4.49%,3.40%,-12.38%,-12.38%,0,2.35%,-45.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/22/2022,2.218,00,,,,,,,,,,3.49%,2.218,00,77.50,4.614,27,1.724,52,3.296,26,17%,108%,1.68%,4.49%,3.56%,-8.12%,-8.12%,0,2.35%,-48.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/23/2022,2.134,00,,,,,,,,,,3.63%,2.134,00,77.50,4.614,27,1.724,52,3.296,26,14%,116%,1.68%,4.49%,3.70%,-4.50%,-4.50%,0,2.35%,-50.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/26/2022,2.014,00,,,,,,,,,,3.85%,2.014,00,77.50,4.614,27,1.724,52,3.296,26,10%,129%,1.68%,4.49%,3.92%,1.19%,1.19%,0,2.35%,-52.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/27/2022,1.876,00,,,,,,,,,,4.13%,1.876,00,77.50,4.614,27,1.724,52,3.296,26,5%,146%,1.68%,4.49%,4.21%,8.64%,8.64%,0,2.35%,-56.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/28/2022,1.987,00,,,,,,,,,,3.90%,1.987,00,77.50,4.614,27,1.724,52,3.296,26,9%,132%,1.68%,4.49%,3.98%,2.57%,2.57%,0,2.35%,-53.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/29/2022,1.921,00,,,,,,,,,,4.03%,1.921,00,77.50,4.614,27,1.724,52,3.296,26,7%,140%,1.68%,4.49%,4.11%,6.09%,6.09%,0,2.35%,-55.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/30/2022,2.020,00,,,,,,,,,,3.84%,2.020,00,77.50,4.614,27,1.724,52,3.296,26,10%,128%,1.68%,4.49%,3.91%,0.89%,0.89%,0,2.35%,-52.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/3/2022,2.062,00,,,,,,,,,,3.76%,2.062,00,77.50,4.614,27,1.724,52,3.296,26,12%,124%,1.68%,4.49%,3.83%,-1.16%,-1.16%,0,2.35%,-51.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/4/2022,2.022,00,,,,,,,,,,3.83%,2.022,00,77.50,4.614,27,1.724,52,3.296,26,10%,128%,1.68%,4.49%,3.91%,0.79%,0.79%,0,2.35%,-52.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/5/2022,1.948,00,,,,,,,,,,3.98%,1.948,00,77.50,4.614,27,1.724,52,3.296,26,8%,137%,1.68%,4.49%,4.06%,4.62%,4.62%,0,2.35%,-54.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/6/2022,1.969,00,,,,,,,,,,3.94%,1.969,00,77.50,4.614,27,1.724,52,3.296,26,8%,134%,1.68%,4.49%,4.01%,3.50%,3.50%,0,2.35%,-54.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/7/2022,1.956,00,,,,,,,,,,3.96%,1.956,00,77.50,4.614,27,1.724,52,3.296,26,8%,136%,1.68%,4.49%,4.04%,4.19%,4.19%,0,2.35%,-54.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/10/2022,1.942,00,,,,,,,,,,3.99%,1.942,00,77.50,4.614,27,1.724,52,3.296,26,8%,138%,1.68%,4.49%,4.07%,4.94%,4.94%,0,2.35%,-54.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/11/2022,1.896,00,,,,,,,,,,4.09%,1.896,00,77.50,4.614,27,1.724,52,3.296,26,6%,143%,1.68%,4.49%,4.17%,7.49%,7.49%,0,2.35%,-55.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/12/2022,1.907,00,,,,,,,,,,4.06%,1.907,00,77.50,4.614,27,1.724,52,3.296,26,6%,142%,1.68%,4.49%,4.14%,6.87%,6.87%,0,2.35%,-55.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/13/2022,1.920,00,,,,,,,,,,4.04%,1.920,00,77.50,4.614,27,1.724,52,3.296,26,7%,140%,1.68%,4.49%,4.11%,6.15%,6.15%,0,2.35%,-55.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/14/2022,1.961,00,,,,,,,,,,3.95%,1.961,00,77.50,4.614,27,1.724,52,3.296,26,8%,135%,1.68%,4.49%,4.03%,3.93%,3.93%,0,2.35%,-54.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/17/2022,2.050,00,,,,,,,,,,3.78%,2.050,00,77.50,4.614,27,1.724,52,3.296,26,11%,125%,1.68%,4.49%,3.85%,-0.59%,-0.59%,0,2.35%,-52.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/18/2022,2.028,00,,,,,,,,,,3.82%,2.028,00,77.50,4.614,27,1.724,52,3.296,26,11%,128%,1.68%,4.49%,3.90%,0.49%,0.49%,0,2.35%,-52.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/19/2022,1.957,00,,,,,,,,,,3.96%,1.957,00,77.50,4.614,27,1.724,52,3.296,26,8%,136%,1.68%,4.49%,4.04%,4.14%,4.14%,0,2.35%,-54.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/20/2022,2.024,00,,,,,,,,,,3.83%,2.024,00,77.50,4.614,27,1.724,52,3.296,26,10%,128%,1.68%,4.49%,3.90%,0.69%,0.69%,0,2.35%,-52.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/21/2022,2.002,00,,,,,,,,,,3.87%,2.002,00,77.50,4.614,27,1.724,52,3.296,26,10%,130%,1.68%,4.49%,3.95%,1.80%,1.80%,0,2.35%,-53.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/24/2022,2.028,00,,,,,,,,,,3.82%,2.028,00,77.50,4.614,27,1.724,52,3.296,26,11%,128%,1.68%,4.49%,3.90%,0.49%,0.49%,0,2.35%,-52.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/25/2022,2.126,00,,,,,,,,,,3.65%,2.126,00,77.50,4.614,27,1.724,52,3.296,26,14%,117%,1.68%,4.49%,3.72%,-4.14%,-4.14%,0,2.35%,-50.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/26/2022,2.128,00,,,,,,,,,,3.64%,2.128,00,77.50,4.614,27,1.724,52,3.296,26,14%,117%,1.68%,4.49%,3.71%,-4.23%,-4.23%,0,2.35%,-50.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/27/2022,2.148,00,,,,,,,,,,3.61%,2.148,00,77.50,4.614,27,1.724,52,3.296,26,15%,115%,1.68%,4.49%,3.68%,-5.12%,-5.12%,0,2.35%,-49.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/28/2022,2.162,00,,,,,,,,,,3.58%,2.162,00,77.50,4.614,27,1.724,52,3.296,26,15%,113%,1.68%,4.49%,3.65%,-5.74%,-5.74%,0,2.35%,-49.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/31/2022,2.164,00,,,,,,,,,,3.58%,2.164,00,77.50,4.614,27,1.724,52,3.296,26,15%,113%,1.68%,4.49%,3.65%,-5.82%,-5.82%,0,2.35%,-49.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,11/1/2022,2.212,00,,,,,,,,,,3.50%,2.212,00,77.50,4.614,27,1.724,52,3.296,26,17%,109%,1.68%,4.49%,3.57%,-7.87%,-7.87%,0,2.35%,-48.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,11/2/2022,2.224,00,,,,,,,,,,3.48%,2.224,00,77.50,4.614,27,1.724,52,3.296,26,17%,107%,1.68%,4.49%,3.55%,-8.36%,-8.36%,0,2.35%,-48.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,11/3/2022,2.212,00,,,,,,,,,,3.50%,2.212,00,77.50,4.614,27,1.724,52,3.296,26,17%,109%,1.68%,4.49%,3.57%,-7.87%,-7.87%,0,2.35%,-48.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,11/4/2022,2.228,00,,,,,,,,,,3.48%,2.228,00,77.50,4.614,27,1.724,52,3.296,26,17%,107%,1.68%,4.49%,3.55%,-8.53%,-8.53%,0,2.35%,-47.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,11/7/2022,2.276,00,,,,,,,,,,3.41%,2.276,00,77.50,4.614,27,1.724,52,3.296,26,19%,103%,1.68%,4.49%,3.47%,-10.46%,-10.46%,0,2.35%,-46.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,11/8/2022,2.310,00,,,,,,,,,,3.35%,2.310,00,77.50,4.614,27,1.724,52,3.296,26,20%,100%,1.68%,4.49%,3.42%,-11.77%,-11.77%,0,2.35%,-46.05%,,,,,,,,,,,,
