,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Lotus Bakeries NV - Rating: 98% - Upside: 1%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2020,12/7/2020,€                                                   3.510,00,,,,,,,,,,0.91%,€        3.510,00,32.00,7.707,73,2.681,38,4.424,74,16%,120%,0.42%,1.19%,1.28%,205.41%,205.41%,0,0.72%,-4.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/8/2020,€                                                  3.450,00,,,,,,,,,,0.93%,€       3.450,00,32.00,7.707,73,2.681,38,4.424,74,15%,123%,0.42%,1.19%,1.30%,210.72%,210.72%,0,0.72%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/9/2020,€                                                  3.500,00,,,,,,,,,,0.91%,€       3.500,00,32.00,7.707,73,2.681,38,4.424,74,16%,120%,0.42%,1.19%,1.29%,206.29%,206.29%,0,0.72%,-5.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/10/2020,€                                                  3.520,00,,,,,,,,,,0.91%,€       3.520,00,32.00,7.707,73,2.681,38,4.424,74,17%,119%,0.42%,1.19%,1.28%,204.55%,204.55%,0,0.72%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/11/2020,€                                                  3.540,00,,,,,,,,,,0.90%,€       3.540,00,32.00,7.707,73,2.681,38,4.424,74,17%,118%,0.42%,1.19%,1.27%,202.82%,202.82%,0,0.72%,-4.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/14/2020,€                                                  3.540,00,,,,,,,,,,0.90%,€       3.540,00,32.00,7.707,73,2.681,38,4.424,74,17%,118%,0.42%,1.19%,1.27%,202.82%,202.82%,0,0.72%,-4.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/15/2020,€                                                  3.530,00,,,,,,,,,,0.91%,€       3.530,00,32.00,7.707,73,2.681,38,4.424,74,17%,118%,0.42%,1.19%,1.27%,203.68%,203.68%,0,0.72%,-4.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/16/2020,€                                                  3.620,00,,,,,,,,,,0.88%,€       3.620,00,32.00,7.707,73,2.681,38,4.424,74,19%,113%,0.42%,1.19%,1.24%,196.13%,196.13%,0,0.72%,-1.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/17/2020,€                                                   3.610,00,,,,,,,,,,0.89%,€        3.610,00,32.00,7.707,73,2.681,38,4.424,74,18%,114%,0.42%,1.19%,1.25%,196.95%,196.95%,0,0.72%,-2.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/18/2020,€                                                  3.600,00,,,,,,,,,,0.89%,€       3.600,00,32.00,7.707,73,2.681,38,4.424,74,18%,114%,0.42%,1.19%,1.25%,197.78%,197.78%,0,0.72%,-2.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/21/2020,€                                                  3.630,00,,,,,,,,,,0.88%,€       3.630,00,32.00,7.707,73,2.681,38,4.424,74,19%,112%,0.42%,1.19%,1.24%,195.32%,195.32%,0,0.72%,-1.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/22/2020,€                                                  3.630,00,,,,,,,,,,0.88%,€       3.630,00,32.00,7.707,73,2.681,38,4.424,74,19%,112%,0.42%,1.19%,1.24%,195.32%,195.32%,0,0.72%,-1.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/23/2020,€                                                  3.640,00,,,,,,,,,,0.88%,€       3.640,00,32.00,7.707,73,2.681,38,4.424,74,19%,112%,0.42%,1.19%,1.24%,194.51%,194.51%,0,0.72%,-1.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/24/2020,€                                                  3.640,00,,,,,,,,,,0.88%,€       3.640,00,32.00,7.707,73,2.681,38,4.424,74,19%,112%,0.42%,1.19%,1.24%,194.51%,194.51%,0,0.72%,-1.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/28/2020,€                                                  3.650,00,,,,,,,,,,0.88%,€       3.650,00,32.00,7.707,73,2.681,38,4.424,74,19%,111%,0.42%,1.19%,1.23%,193.70%,193.70%,0,0.72%,-1.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/29/2020,€                                                  3.660,00,,,,,,,,,,0.87%,€       3.660,00,32.00,7.707,73,2.681,38,4.424,74,19%,111%,0.42%,1.19%,1.23%,192.90%,192.90%,0,0.72%,-0.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/30/2020,€                                                  3.670,00,,,,,,,,,,0.87%,€       3.670,00,32.00,7.707,73,2.681,38,4.424,74,20%,110%,0.42%,1.19%,1.23%,192.10%,192.10%,0,0.72%,-0.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/31/2020,€                                                  3.680,00,,,,,,,,,,0.87%,€       3.680,00,32.00,7.707,73,2.681,38,4.424,74,20%,109%,0.42%,1.19%,1.22%,191.30%,191.30%,0,0.72%,-0.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/4/2021,€                                                  3.690,00,,,,,,,,,,0.96%,€       3.690,00,35.50,8.550,77,2.974,66,4.908,70,13%,132%,0.42%,1.19%,1.22%,190.51%,190.51%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/5/2021,€                                                  3.660,00,,,,,,,,,,0.97%,€       3.660,00,35.50,8.550,77,2.974,66,4.908,70,12%,134%,0.42%,1.19%,1.23%,192.90%,192.90%,0,0.72%,-0.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/6/2021,€                                                  3.730,00,,,,,,,,,,0.95%,€       3.730,00,35.50,8.550,77,2.974,66,4.908,70,14%,129%,0.42%,1.19%,1.21%,187.40%,187.40%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/7/2021,€                                                  3.740,00,,,,,,,,,,0.95%,€       3.740,00,35.50,8.550,77,2.974,66,4.908,70,14%,129%,0.42%,1.19%,1.20%,186.63%,186.63%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/8/2021,€                                                  3.820,00,,,,,,,,,,0.93%,€       3.820,00,35.50,8.550,77,2.974,66,4.908,70,15%,124%,0.42%,1.19%,1.18%,180.63%,180.63%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/11/2021,€                                                   3.910,00,,,,,,,,,,0.91%,€        3.910,00,35.50,8.550,77,2.974,66,4.908,70,17%,119%,0.42%,1.19%,1.15%,174.17%,174.17%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/12/2021,€                                                  3.890,00,,,,,,,,,,0.91%,€       3.890,00,35.50,8.550,77,2.974,66,4.908,70,16%,120%,0.42%,1.19%,1.16%,175.58%,175.58%,0,0.72%,-0.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/13/2021,€                                                  3.880,00,,,,,,,,,,0.91%,€       3.880,00,35.50,8.550,77,2.974,66,4.908,70,16%,120%,0.42%,1.19%,1.16%,176.29%,176.29%,0,0.72%,-0.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/14/2021,€                                                  3.860,00,,,,,,,,,,0.92%,€       3.860,00,35.50,8.550,77,2.974,66,4.908,70,16%,122%,0.42%,1.19%,1.17%,177.72%,177.72%,0,0.72%,-1.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/15/2021,€                                                  3.890,00,,,,,,,,,,0.91%,€       3.890,00,35.50,8.550,77,2.974,66,4.908,70,16%,120%,0.42%,1.19%,1.16%,175.58%,175.58%,0,0.72%,-0.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/18/2021,€                                                  3.860,00,,,,,,,,,,0.92%,€       3.860,00,35.50,8.550,77,2.974,66,4.908,70,16%,122%,0.42%,1.19%,1.17%,177.72%,177.72%,0,0.72%,-1.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/19/2021,€                                                  3.940,00,,,,,,,,,,0.90%,€       3.940,00,35.50,8.550,77,2.974,66,4.908,70,17%,117%,0.42%,1.19%,1.14%,172.08%,172.08%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/20/2021,€                                                  3.970,00,,,,,,,,,,0.89%,€       3.970,00,35.50,8.550,77,2.974,66,4.908,70,18%,115%,0.42%,1.19%,1.13%,170.03%,170.03%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/21/2021,€                                                  4.000,00,,,,,,,,,,0.89%,€       4.000,00,35.50,8.550,77,2.974,66,4.908,70,18%,114%,0.42%,1.19%,1.13%,168.00%,168.00%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/22/2021,€                                                  3.960,00,,,,,,,,,,0.90%,€       3.960,00,35.50,8.550,77,2.974,66,4.908,70,18%,116%,0.42%,1.19%,1.14%,170.71%,170.71%,0,0.72%,-1.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/25/2021,€                                                  3.900,00,,,,,,,,,,0.91%,€       3.900,00,35.50,8.550,77,2.974,66,4.908,70,17%,119%,0.42%,1.19%,1.15%,174.87%,174.87%,0,0.72%,-2.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/26/2021,€                                                  3.960,00,,,,,,,,,,0.90%,€       3.960,00,35.50,8.550,77,2.974,66,4.908,70,18%,116%,0.42%,1.19%,1.14%,170.71%,170.71%,0,0.72%,-1.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/27/2021,€                                                   3.910,00,,,,,,,,,,0.91%,€        3.910,00,35.50,8.550,77,2.974,66,4.908,70,17%,119%,0.42%,1.19%,1.15%,174.17%,174.17%,0,0.72%,-2.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/28/2021,€                                                  3.890,00,,,,,,,,,,0.91%,€       3.890,00,35.50,8.550,77,2.974,66,4.908,70,16%,120%,0.42%,1.19%,1.16%,175.58%,175.58%,0,0.72%,-2.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/29/2021,€                                                  3.920,00,,,,,,,,,,0.91%,€       3.920,00,35.50,8.550,77,2.974,66,4.908,70,17%,118%,0.42%,1.19%,1.15%,173.47%,173.47%,0,0.72%,-2.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/1/2021,€                                                  3.980,00,,,,,,,,,,0.89%,€       3.980,00,35.50,8.550,77,2.974,66,4.908,70,18%,115%,0.42%,1.19%,1.13%,169.35%,169.35%,0,0.72%,-0.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/2/2021,€                                                  3.920,00,,,,,,,,,,0.91%,€       3.920,00,35.50,8.550,77,2.974,66,4.908,70,17%,118%,0.42%,1.19%,1.15%,173.47%,173.47%,0,0.72%,-2.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/3/2021,€                                                  4.030,00,,,,,,,,,,0.88%,€       4.030,00,35.50,8.550,77,2.974,66,4.908,70,19%,112%,0.42%,1.19%,1.12%,166.00%,166.00%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/4/2021,€                                                   4.140,00,,,,,,,,,,0.86%,€        4.140,00,35.50,8.550,77,2.974,66,4.908,70,21%,107%,0.42%,1.19%,1.09%,158.94%,158.94%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/5/2021,€                                                  4.220,00,,,,,,,,,,0.84%,€       4.220,00,35.50,8.550,77,2.974,66,4.908,70,22%,103%,0.42%,1.19%,1.07%,154.03%,154.03%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/8/2021,€                                                  4.260,00,,,,,,,,,,0.83%,€       4.260,00,35.50,8.550,77,2.974,66,4.908,70,23%,101%,0.42%,1.19%,1.06%,151.64%,151.64%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/9/2021,€                                                  4.400,00,,,,,,,,,,0.81%,€       4.400,00,35.50,8.550,77,2.974,66,4.908,70,26%,94%,0.42%,1.19%,1.02%,143.64%,143.64%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/10/2021,€                                                  4.420,00,,,,,,,,,,0.80%,€       4.420,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.02%,142.53%,142.53%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/11/2021,€                                                  4.350,00,,,,,,,,,,0.82%,€       4.350,00,35.50,8.550,77,2.974,66,4.908,70,25%,97%,0.42%,1.19%,1.03%,146.44%,146.44%,0,0.72%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/12/2021,€                                                  4.280,00,,,,,,,,,,0.83%,€       4.280,00,35.50,8.550,77,2.974,66,4.908,70,23%,100%,0.42%,1.19%,1.05%,150.47%,150.47%,0,0.72%,-3.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/15/2021,€                                                  4.290,00,,,,,,,,,,0.83%,€       4.290,00,35.50,8.550,77,2.974,66,4.908,70,24%,99%,0.42%,1.19%,1.05%,149.88%,149.88%,0,0.72%,-2.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/16/2021,€                                                  4.260,00,,,,,,,,,,0.83%,€       4.260,00,35.50,8.550,77,2.974,66,4.908,70,23%,101%,0.42%,1.19%,1.06%,151.64%,151.64%,0,0.72%,-3.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/17/2021,€                                                  4.300,00,,,,,,,,,,0.83%,€       4.300,00,35.50,8.550,77,2.974,66,4.908,70,24%,99%,0.42%,1.19%,1.05%,149.30%,149.30%,0,0.72%,-2.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/18/2021,€                                                  4.260,00,,,,,,,,,,0.83%,€       4.260,00,35.50,8.550,77,2.974,66,4.908,70,23%,101%,0.42%,1.19%,1.06%,151.64%,151.64%,0,0.72%,-3.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/19/2021,€                                                  4.240,00,,,,,,,,,,0.84%,€       4.240,00,35.50,8.550,77,2.974,66,4.908,70,23%,102%,0.42%,1.19%,1.06%,152.83%,152.83%,0,0.72%,-4.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/22/2021,€                                                   4.170,00,,,,,,,,,,0.85%,€        4.170,00,35.50,8.550,77,2.974,66,4.908,70,21%,105%,0.42%,1.19%,1.08%,157.07%,157.07%,0,0.72%,-5.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/23/2021,€                                                  4.250,00,,,,,,,,,,0.84%,€       4.250,00,35.50,8.550,77,2.974,66,4.908,70,23%,101%,0.42%,1.19%,1.06%,152.24%,152.24%,0,0.72%,-3.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/24/2021,€                                                   4.210,00,,,,,,,,,,0.84%,€        4.210,00,35.50,8.550,77,2.974,66,4.908,70,22%,103%,0.42%,1.19%,1.07%,154.63%,154.63%,0,0.72%,-4.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/25/2021,€                                                  4.260,00,,,,,,,,,,0.83%,€       4.260,00,35.50,8.550,77,2.974,66,4.908,70,23%,101%,0.42%,1.19%,1.06%,151.64%,151.64%,0,0.72%,-3.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/26/2021,€                                                   4.210,00,,,,,,,,,,0.84%,€        4.210,00,35.50,8.550,77,2.974,66,4.908,70,22%,103%,0.42%,1.19%,1.07%,154.63%,154.63%,0,0.72%,-4.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/1/2021,€                                                  4.370,00,,,,,,,,,,0.81%,€       4.370,00,35.50,8.550,77,2.974,66,4.908,70,25%,96%,0.42%,1.19%,1.03%,145.31%,145.31%,0,0.72%,-1.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/2/2021,€                                                  4.270,00,,,,,,,,,,0.83%,€       4.270,00,35.50,8.550,77,2.974,66,4.908,70,23%,100%,0.42%,1.19%,1.05%,151.05%,151.05%,0,0.72%,-3.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/3/2021,€                                                  4.360,00,,,,,,,,,,0.81%,€       4.360,00,35.50,8.550,77,2.974,66,4.908,70,25%,96%,0.42%,1.19%,1.03%,145.87%,145.87%,0,0.72%,-1.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/4/2021,€                                                   4.410,00,,,,,,,,,,0.80%,€        4.410,00,35.50,8.550,77,2.974,66,4.908,70,26%,94%,0.42%,1.19%,1.02%,143.08%,143.08%,0,0.72%,-0.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/5/2021,€                                                   4.410,00,,,,,,,,,,0.80%,€        4.410,00,35.50,8.550,77,2.974,66,4.908,70,26%,94%,0.42%,1.19%,1.02%,143.08%,143.08%,0,0.72%,-0.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/8/2021,€                                                  4.360,00,,,,,,,,,,0.81%,€       4.360,00,35.50,8.550,77,2.974,66,4.908,70,25%,96%,0.42%,1.19%,1.03%,145.87%,145.87%,0,0.72%,-1.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/9/2021,€                                                  4.350,00,,,,,,,,,,0.82%,€       4.350,00,35.50,8.550,77,2.974,66,4.908,70,25%,97%,0.42%,1.19%,1.03%,146.44%,146.44%,0,0.72%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/10/2021,€                                                  4.390,00,,,,,,,,,,0.81%,€       4.390,00,35.50,8.550,77,2.974,66,4.908,70,25%,95%,0.42%,1.19%,1.03%,144.19%,144.19%,0,0.72%,-0.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/11/2021,€                                                  4.380,00,,,,,,,,,,0.81%,€       4.380,00,35.50,8.550,77,2.974,66,4.908,70,25%,95%,0.42%,1.19%,1.03%,144.75%,144.75%,0,0.72%,-0.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/12/2021,€                                                  4.440,00,,,,,,,,,,0.80%,€       4.440,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.01%,141.44%,141.44%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/15/2021,€                                                  4.470,00,,,,,,,,,,0.79%,€       4.470,00,35.50,8.550,77,2.974,66,4.908,70,27%,91%,0.42%,1.19%,1.01%,139.82%,139.82%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/16/2021,€                                                  4.470,00,,,,,,,,,,0.79%,€       4.470,00,35.50,8.550,77,2.974,66,4.908,70,27%,91%,0.42%,1.19%,1.01%,139.82%,139.82%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/17/2021,€                                                  4.460,00,,,,,,,,,,0.80%,€       4.460,00,35.50,8.550,77,2.974,66,4.908,70,27%,92%,0.42%,1.19%,1.01%,140.36%,140.36%,0,0.72%,-0.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/18/2021,€                                                  4.440,00,,,,,,,,,,0.80%,€       4.440,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.01%,141.44%,141.44%,0,0.72%,-0.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/19/2021,€                                                  4.380,00,,,,,,,,,,0.81%,€       4.380,00,35.50,8.550,77,2.974,66,4.908,70,25%,95%,0.42%,1.19%,1.03%,144.75%,144.75%,0,0.72%,-2.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/22/2021,€                                                   4.410,00,,,,,,,,,,0.80%,€        4.410,00,35.50,8.550,77,2.974,66,4.908,70,26%,94%,0.42%,1.19%,1.02%,143.08%,143.08%,0,0.72%,-1.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/23/2021,€                                                  4.430,00,,,,,,,,,,0.80%,€       4.430,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.02%,141.99%,141.99%,0,0.72%,-0.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/24/2021,€                                                  4.420,00,,,,,,,,,,0.80%,€       4.420,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.02%,142.53%,142.53%,0,0.72%,-1.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/25/2021,€                                                  4.440,00,,,,,,,,,,0.80%,€       4.440,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.01%,141.44%,141.44%,0,0.72%,-0.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/26/2021,€                                                  4.470,00,,,,,,,,,,0.79%,€       4.470,00,35.50,8.550,77,2.974,66,4.908,70,27%,91%,0.42%,1.19%,1.01%,139.82%,139.82%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/29/2021,€                                                  4.550,00,,,,,,,,,,0.78%,€       4.550,00,35.50,8.550,77,2.974,66,4.908,70,28%,88%,0.42%,1.19%,0.99%,135.60%,135.60%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/30/2021,€                                                  4.530,00,,,,,,,,,,0.78%,€       4.530,00,35.50,8.550,77,2.974,66,4.908,70,28%,89%,0.42%,1.19%,0.99%,136.64%,136.64%,0,0.72%,-0.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/31/2021,€                                                   4.510,00,,,,,,,,,,0.79%,€        4.510,00,35.50,8.550,77,2.974,66,4.908,70,28%,90%,0.42%,1.19%,1.00%,137.69%,137.69%,0,0.72%,-0.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/1/2021,€                                                  4.435,00,,,,,,,,,,0.80%,€       4.435,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.01%,141.71%,141.71%,0,0.72%,-2.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/6/2021,€                                                  4.435,00,,,,,,,,,,0.80%,€       4.435,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.01%,141.71%,141.71%,0,0.72%,-2.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/7/2021,€                                                   4.415,00,,,,,,,,,,0.80%,€        4.415,00,35.50,8.550,77,2.974,66,4.908,70,26%,94%,0.42%,1.19%,1.02%,142.81%,142.81%,0,0.72%,-2.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/8/2021,€                                                  4.550,00,,,,,,,,,,0.78%,€       4.550,00,35.50,8.550,77,2.974,66,4.908,70,28%,88%,0.42%,1.19%,0.99%,135.60%,135.60%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/9/2021,€                                                  4.560,00,,,,,,,,,,0.78%,€       4.560,00,35.50,8.550,77,2.974,66,4.908,70,28%,88%,0.42%,1.19%,0.99%,135.09%,135.09%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/12/2021,€                                                  4.585,00,,,,,,,,,,0.77%,€       4.585,00,35.50,8.550,77,2.974,66,4.908,70,29%,86%,0.42%,1.19%,0.98%,133.81%,133.81%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/13/2021,€                                                  4.580,00,,,,,,,,,,0.78%,€       4.580,00,35.50,8.550,77,2.974,66,4.908,70,29%,87%,0.42%,1.19%,0.98%,134.06%,134.06%,0,0.72%,-0.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/14/2021,€                                                  4.570,00,,,,,,,,,,0.78%,€       4.570,00,35.50,8.550,77,2.974,66,4.908,70,29%,87%,0.42%,1.19%,0.98%,134.57%,134.57%,0,0.72%,-0.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/15/2021,€                                                  4.455,00,,,,,,,,,,0.80%,€       4.455,00,35.50,8.550,77,2.974,66,4.908,70,27%,92%,0.42%,1.19%,1.01%,140.63%,140.63%,0,0.72%,-2.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/16/2021,€                                                  4.435,00,,,,,,,,,,0.80%,€       4.435,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.01%,141.71%,141.71%,0,0.72%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/19/2021,€                                                  4.465,00,,,,,,,,,,0.80%,€       4.465,00,35.50,8.550,77,2.974,66,4.908,70,27%,92%,0.42%,1.19%,1.01%,140.09%,140.09%,0,0.72%,-2.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/20/2021,€                                                  4.480,00,,,,,,,,,,0.79%,€       4.480,00,35.50,8.550,77,2.974,66,4.908,70,27%,91%,0.42%,1.19%,1.00%,139.29%,139.29%,0,0.72%,-2.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/21/2021,€                                                  4.425,00,,,,,,,,,,0.80%,€       4.425,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.02%,142.26%,142.26%,0,0.72%,-3.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/22/2021,€                                                  4.475,00,,,,,,,,,,0.79%,€       4.475,00,35.50,8.550,77,2.974,66,4.908,70,27%,91%,0.42%,1.19%,1.01%,139.55%,139.55%,0,0.72%,-2.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/23/2021,€                                                  4.435,00,,,,,,,,,,0.80%,€       4.435,00,35.50,8.550,77,2.974,66,4.908,70,26%,93%,0.42%,1.19%,1.01%,141.71%,141.71%,0,0.72%,-3.27%,,,,,,,,,,,,
